name,category,details
smok-rpm40-replacement-coils,Vape Devices,"Shop the SMOK RPM Coils, a series of coils crafted for the SMOK RPM Replacement Pod.| For the Best performance & vaping experience, we recommend using the coil within the wattage range stated on the coil by the manufacturer.| Using the coils out of the recommended range may shorten the coil lifespan.| Note: THIS PRODUCT IS NOT COVERED UNDER WARRANTY AND UN-SEALED COILS/PODS WILL NOT BE EXCHANGED| Quick Links:| Smok RPM40 Replacement Pod| Specifications:| RPM Mesh:| RPM SC:| RPM Triple:| RPM Quartz:| RPM MTL Mesh:| Compatible with (RPM Replacement Pods):| Includes:|  0.4 ohm: Best 25W 
Best for: Best Flavour and Faster heating of the coil, Recommended for Stronger Hit for Nic Salt, not 100% MTL (Mouth to Lung) coil.
Detailed: Can run Freebase Juice effectively. faster heating processes the mesh core design provides a larger heating area, faster heating process and truly massive vapor clouds.
Wire Material: Mesh Resistance
Wicking Material: Organic Cotton| 1.0 ohm:Best 14W 
Best for: Smoother Hit, Intense Flavor and Dense vapor Recommended for Nic Salt- MTL only
Detailed: Single Wire Heating Element is a slightly lower wattage coil designed for 
Wire Material: Kanthal Resistance
Wicking Material: Organic Cotton| 0.6 ohm: Best 25W 
Best for: Fast Ramp up time - excellent Flavor and vapor production 
Detailed: Recommended Stronger Hit for Nic Salt, not 100% MTL (Mouth to Lung) coil. Can run Freebase Juice effectively- excellent flavour and vapourFaster Ramp up time, Traditional parallel coil design to focus on a fast ramp-up time and provide excellent vapor production
Wire Material: Kanthal Mesh Resistance
Wicking Material: Organic Cotton| 1.2 Ohm : Best 12w
Best for: Smoother Hit, Purer Flavor ,Fast Heating up - Nic Salt only, MTL only.
Detailed: Maximum flavor and long-lasting vaping life, the threaded coil design allows for quick and easy installation.
Wire Material: Kanthal Resistance
Wicking Material: Organic Cotton| 0.3Ohm Best 10w- 15w
Best for: Smoother Hit, good Flavor, Longer life within the series - Nic Salt - MTL only.
Best for : Coil is specifically designed for a mouth-to-lung vaping experience and focused on a long lasting, dense and flavorful vape.
Wire Material: Mesh Resistance
Wicking Material: Organic Cotton| SMOK RPM40 Pod Kit
SMOK RPM80 Pod Kit
SMOK RPM80 Pro Pod Kit
SMOK Pozz X Pod Kit
SMOK Alike 40W Pod Kit
SMOK Nord 2 40W Pod Kit
SMOK Fetch Mini 40W Pod Kit
SMOK Fetch Pro 80W VW Pod Kit
SMOK RPM Lite 40W Pod Kit| 5 x Replacement Coils  GET FREE SHIPPING ON ORDERS OVER $50.00.| Shop the SMOK RPM Coils, a series of coils crafted for the SMOK RPM Replacement Pod.| For the Best performance & vaping experience, we recommend using the coil within the wattage range stated on the coil by the manufacturer.

Using the coils out of the recommended range may shorten the coil lifespan.

Note: THIS PRODUCT IS NOT COVERED UNDER WARRANTY AND UN-SEALED COILS/PODS WILL NOT BE EXCHANGED

Quick Links:

Smok RPM40 Replacement Pod

Specifications:

RPM Mesh:

0.4 ohm: Best 25W 
Best for: Best Flavour and Faster heating of the coil, Recommended for Stronger Hit for Nic Salt, not 100% MTL (Mouth to Lung) coil.
Detailed: Can run Freebase Juice effectively. faster heating processes the mesh core design provides a larger heating area, faster heating process and truly massive vapor clouds.
Wire Material: Mesh Resistance
Wicking Material: Organic Cotton

RPM SC:

1.0 ohm:Best 14W 
Best for: Smoother Hit, Intense Flavor and Dense vapor Recommended for Nic Salt- MTL only
Detailed: Single Wire Heating Element is a slightly lower wattage coil designed for 
Wire Material: Kanthal Resistance
Wicking Material: Organic Cotton

RPM Triple:

0.6 ohm: Best 25W 
Best for: Fast Ramp up time - excellent Flavor and vapor production 
Detailed: Recommended Stronger Hit for Nic Salt, not 100% MTL (Mouth to Lung) coil. Can run Freebase Juice effectively- excellent flavour and vapourFaster Ramp up time, Traditional parallel coil design to focus on a fast ramp-up time and provide excellent vapor production
Wire Material: Kanthal Mesh Resistance
Wicking Material: Organic Cotton

RPM Quartz:

1.2 Ohm : Best 12w
Best for: Smoother Hit, Purer Flavor ,Fast Heating up - Nic Salt only, MTL only.
Detailed: Maximum flavor and long-lasting vaping life, the threaded coil design allows for quick and easy installation.
Wire Material: Kanthal Resistance
Wicking Material: Organic Cotton

RPM MTL Mesh:

0.3Ohm Best 10w- 15w
Best for: Smoother Hit, good Flavor, Longer life within the series - Nic Salt - MTL only.
Best for : Coil is specifically designed for a mouth-to-lung vaping experience and focused on a long lasting, dense and flavorful vape.
Wire Material: Mesh Resistance
Wicking Material: Organic Cotton

Compatible with (RPM Replacement Pods):

SMOK RPM40 Pod Kit
SMOK RPM80 Pod Kit
SMOK RPM80 Pro Pod Kit
SMOK Pozz X Pod Kit
SMOK Alike 40W Pod Kit
SMOK Nord 2 40W Pod Kit
SMOK Fetch Mini 40W Pod Kit
SMOK Fetch Pro 80W VW Pod Kit
SMOK RPM Lite 40W Pod Kit

Includes:

5 x Replacement Coils "
smoka-fraliens-pre-made-coil,Vape Devices,"The Fraliens pre-made coil 10pcs pack.| Specifications: 2*26ga+4*0.1*0.4+36ga
Diameter: 3.0mm
0.22 ohm 
Type: Ni80
Comes in 10pcs GET FREE SHIPPING ON ORDERS OVER $50.00.| The Fraliens pre-made coil 10pcs pack.| Specifications:

2*26ga+4*0.1*0.4+36ga
Diameter: 3.0mm
0.22 ohm 
Type: Ni80
Comes in 10pcs"
smoka-tri-core-fused-clapton-pre-made-coil,Vape Devices,"The Tri-core Fused Clapton pre-made coil 10pcs pack.| Specifications: 3*28ga + 36ga
Diameter: 2.5mm
0.32 ohm
Type: Ni80
Comes in 10pcs GET FREE SHIPPING ON ORDERS OVER $50.00.| The Tri-core Fused Clapton pre-made coil 10pcs pack.| Specifications:

3*28ga + 36ga
Diameter: 2.5mm
0.32 ohm
Type: Ni80
Comes in 10pcs"
smoka-fused-clapton-228gaplus36ga-pre-made-coil,Vape Devices,"The Fused Clapton 2*28ga+36ga pre-made coil 10pcs pack.| | Specifications: 2*28ga + 36ga
Diameter: 2.5mm
0.46 ohm
Type: Ni80
Comes in 10pcs GET FREE SHIPPING ON ORDERS OVER $50.00.| The Fused Clapton 2*28ga+36ga pre-made coil 10pcs pack.| Specifications:

2*28ga + 36ga
Diameter: 2.5mm
0.46 ohm
Type: Ni80
Comes in 10pcs"
smoka-fused-clapton-226gaplus36ga-pre-made-coil,Vape Devices,"The Fused Clapton 2*26ga+36ga pre-made coil 10pcs pack.| Specifications: 2*26ga + 36ga
Diameter: 3mm
0.34 ohm
Type: Ni80
Comes in 10pcs GET FREE SHIPPING ON ORDERS OVER $50.00.| The Fused Clapton 2*26ga+36ga pre-made coil 10pcs pack.| Specifications:

2*26ga + 36ga
Diameter: 3mm
0.34 ohm
Type: Ni80
Comes in 10pcs"
smoka-clapton-pre-made-coil,Vape Devices,"The Clapton pre-made coil 10pcs pack.| Specifications: 26ga/36ga
Diameter: 2.5mm
0.6 ohm
Type: Ni80
Comes in 10pcs GET FREE SHIPPING ON ORDERS OVER $50.00.| The Clapton pre-made coil 10pcs pack.| Specifications:

26ga/36ga
Diameter: 2.5mm
0.6 ohm
Type: Ni80
Comes in 10pcs"
lawless-twisted-coil-ss316l-wire,Vape Devices,"The Twisted Coil SS316L15ft spool wire.| Specifications: 26ga*2
Length: 15 feet
1.13ohm/ft
Type: SS316L GET FREE SHIPPING ON ORDERS OVER $50.00.| The Twisted Coil SS316L15ft spool wire.| Specifications:

26ga*2
Length: 15 feet
1.13ohm/ft
Type: SS316L"
lawless-framed-staple-pre-made-coil,Vape Devices,"The Framed Staple pre-made coil 10pcs pack.| Specifications: 2*28ga+4*0.1*0.3+36ga
Diameter: 3mm
0.3ohm Ni80
Comes in 10pcs GET FREE SHIPPING ON ORDERS OVER $50.00.| The Framed Staple pre-made coil 10pcs pack.| Specifications:

2*28ga+4*0.1*0.3+36ga
Diameter: 3mm
0.3ohm Ni80
Comes in 10pcs"
lawless-alien-clapton-pre-made-coil,Vape Devices,"The Alien Clapton pre-made coil 10pcs pack.| Specifications: 3-28g/36g
Diameter: 3mm
0.34ohm Ni80
Comes in 10pcs GET FREE SHIPPING ON ORDERS OVER $50.00.| The Alien Clapton pre-made coil 10pcs pack.| Specifications:

3-28g/36g
Diameter: 3mm
0.34ohm Ni80
Comes in 10pcs"
lawless-quad-core-fused-clapton-pre-made-coil,Vape Devices,"The Quad-core Fused Clapton pre-made coil 10pcs pack.| Specifications: 4-28g/40g
Diameter: 3mm
0.28ohm Ni80
Comes in 10pcs GET FREE SHIPPING ON ORDERS OVER $50.00.| The Quad-core Fused Clapton pre-made coil 10pcs pack.| Specifications:

4-28g/40g
Diameter: 3mm
0.28ohm Ni80
Comes in 10pcs"
lawless-alpha-braid-pre-made-coil,Vape Devices,"The Alpha Braid pre-made coil (single 0.32Ohm) 10pcs pack.| Specifications: 2*.4/32-40
Diameter: 3mm
0.32ohm Ni80
Comes in 10pcs GET FREE SHIPPING ON ORDERS OVER $50.00.| The Alpha Braid pre-made coil (single 0.32Ohm) 10pcs pack.| Specifications:

2*.4/32-40
Diameter: 3mm
0.32ohm Ni80
Comes in 10pcs"
vaporesso-euc-ccell-meshed-coil,Vape Devices,"The Vaporesso EUC Replacement Coils (Eco Universal Coil) are designed with innovation and affordability in mind, offering a unique approach to atomizer coil replacement. Instead of replacing the entire coil, these coils allow users to change only the core, leaving the metal sleeve intact. This cost-effective design doesn't compromise on performance. The EUC coils come in two versions: a Ceramic type, which is based on the original cCell structures, and a Traditional performance coil, available with Kanthal, Nickel, or Stainless Steel heating elements.| Specifications:| EUC CCell:| EUC Mesh:| UCU Ceramic| Includes:  1.0 ohm: 10-14w
Best for: Nic salts - Pure Flavor and longer life span
Wire Material: Ceramic Resistance
Wicking Material: Organic Cotton| 0.6 ohm: 16-22w
Best for: Flavorsome clouds within the series 
Wire Material: Mesh Resistance
Wicking Material: Organic Cotton| 0.6 ohm: 40-55w
Best for: Flavorsome clouds within the series 
Wire Material: SS316L
Wicking Material: Organic Cotton| 5 x Replacement Coils  GET FREE SHIPPING ON ORDERS OVER $50.00.| The Vaporesso EUC Replacement Coils (Eco Universal Coil) are designed with innovation and affordability in mind, offering a unique approach to atomizer coil replacement. Instead of replacing the entire coil, these coils allow users to change only the core, leaving the metal sleeve intact. This cost-effective design doesn't compromise on performance. The EUC coils come in two versions: a Ceramic type, which is based on the original cCell structures, and a Traditional performance coil, available with Kanthal, Nickel, or Stainless Steel heating elements.

Specifications:

EUC CCell:

1.0 ohm: 10-14w
Best for: Nic salts - Pure Flavor and longer life span
Wire Material: Ceramic Resistance
Wicking Material: Organic Cotton

EUC Mesh:

0.6 ohm: 16-22w
Best for: Flavorsome clouds within the series 
Wire Material: Mesh Resistance
Wicking Material: Organic Cotton

UCU Ceramic

0.6 ohm: 40-55w
Best for: Flavorsome clouds within the series 
Wire Material: SS316L
Wicking Material: Organic Cotton

Includes: 

5 x Replacement Coils | "
dovpo-premade-ni80-coils-7-in-1,Vape Devices,"DOVPO Premade Ni80 Coil Kit: The ultimate coil kit complete with 7 different Ni80 coil options and packed with Japanese organic cotton. Convenient and toteable storage case included. | Storage Case Includes: 6 pcs Fused Clapton worth 0.34Ω
6 pcs Tri-core Fused Clapton worth 0.21Ω
6 pcs Staple worth 0.34Ω
6 pcs Framed Staple worth 0.3Ω
6 pcs Multi-strands Fused Clapton worth 0.32Ω
6 pcs Chain Link with a value of 0.32Ω
6 pcs Juggernaut with a value of 0.36Ω
12 pcs Japanese Cotton Bands GET FREE SHIPPING ON ORDERS OVER $50.00.| DOVPO Premade Ni80 Coil Kit: The ultimate coil kit complete with 7 different Ni80 coil options and packed with Japanese organic cotton. Convenient and toteable storage case included. | Storage Case Includes:

6 pcs Fused Clapton worth 0.34Ω
6 pcs Tri-core Fused Clapton worth 0.21Ω
6 pcs Staple worth 0.34Ω
6 pcs Framed Staple worth 0.3Ω
6 pcs Multi-strands Fused Clapton worth 0.32Ω
6 pcs Chain Link with a value of 0.32Ω
6 pcs Juggernaut with a value of 0.36Ω
12 pcs Japanese Cotton Bands"
smok-tfv16-replacement-coil,Vape Devices,"The SMOK TFV16 Replacement Coil is designed for the SMOK TFV16 Tank. The TFV16 Replacement Coil comes with three types mesh coil. Choosing your favorite one and enjoying it. 3pcs each pack.| For the Best performance & vaping experience, we recommend using the coil within the wattage range stated on the coil by the manufacturer.| Using the coils out of the recommended range may shorten the coil lifespan.| Note: THIS PRODUCT IS NOT COVERED UNDER WARRANTY AND UN-SEALED COILS/PODS WILL NOT BE EXCHANGED| Specifications:| Smok TFV16 Mesh Coil:| Smok TFV16 Triple Mesh Coil:| Includes:  0.17 Ohm Best 120w
Best: Unique Taste & Pure Flavour 
Detailed: Coils features rapid-fire heat-up times. Additionally, the heating process occurs evenly throughout the surface of the hexagonal structure where More Stable heating elements enlarge heating area 
Wire Material: Nickel-Chrome Mesh Resistance
Wicking Material: Organic Cotton| 0.15Ohm Best 90w
Best: flavor-lovers and Great Cloud Production
Detailed: Finally, end-users can opt for the grand-daddy of them all, the Triple utilizes three mesh openings, Additionally- the Triple features a widened heating area for quicker heat-up time,
Wire Material: Nickel-Chrome Mesh Resistance
Wicking Material: Organic Cotton| 3 x Replacement Coils  GET FREE SHIPPING ON ORDERS OVER $50.00.| The SMOK TFV16 Replacement Coil is designed for the SMOK TFV16 Tank. The TFV16 Replacement Coil comes with three types mesh coil. Choosing your favorite one and enjoying it. 3pcs each pack.| For the Best performance & vaping experience, we recommend using the coil within the wattage range stated on the coil by the manufacturer.

Using the coils out of the recommended range may shorten the coil lifespan.

Note: THIS PRODUCT IS NOT COVERED UNDER WARRANTY AND UN-SEALED COILS/PODS WILL NOT BE EXCHANGED

Specifications:

Smok TFV16 Mesh Coil:

0.17 Ohm Best 120w
Best: Unique Taste & Pure Flavour 
Detailed: Coils features rapid-fire heat-up times. Additionally, the heating process occurs evenly throughout the surface of the hexagonal structure where More Stable heating elements enlarge heating area 
Wire Material: Nickel-Chrome Mesh Resistance
Wicking Material: Organic Cotton

Smok TFV16 Triple Mesh Coil:

0.15Ohm Best 90w
Best: flavor-lovers and Great Cloud Production
Detailed: Finally, end-users can opt for the grand-daddy of them all, the Triple utilizes three mesh openings, Additionally- the Triple features a widened heating area for quicker heat-up time,
Wire Material: Nickel-Chrome Mesh Resistance
Wicking Material: Organic Cotton

Includes: 

3 x Replacement Coils "
ijoy-ai-evo-replacement-coils,NA,  
ijoy-diamond-baby-dmb-coils,Vape Devices,"The iJoy Diamond Baby DMB Replacement Coils are a brand new coil family featuring the new 0.15ohm DMB-DM coil that maintains, a rapid, but consistent and uniform heating pattern. Comes in a 3-Pack.| For the Best performance & vaping experience, we recommend using the coil within the wattage range stated on the coil by the manufacturer.| Using the coils out of the recommended range may shorten the coil lifespan.| Note: THIS PRODUCT IS NOT COVERED UNDER WARRANTY AND UN-SEALED COILS/PODS WILL NOT BE EXCHANGED.| Recommended Wattage:| DMB-DM| DMB Mesh| Includes: 0.15 ohm: 40-80w| 0.18 ohm: 40-80w| 3 x Replacement Coils GET FREE SHIPPING ON ORDERS OVER $50.00.| The iJoy Diamond Baby DMB Replacement Coils are a brand new coil family featuring the new 0.15ohm DMB-DM coil that maintains, a rapid, but consistent and uniform heating pattern. Comes in a 3-Pack.| For the Best performance & vaping experience, we recommend using the coil within the wattage range stated on the coil by the manufacturer.

Using the coils out of the recommended range may shorten the coil lifespan.

Note: THIS PRODUCT IS NOT COVERED UNDER WARRANTY AND UN-SEALED COILS/PODS WILL NOT BE EXCHANGED.

Recommended Wattage:

DMB-DM

0.15 ohm: 40-80w

DMB Mesh

0.18 ohm: 40-80w

Includes:

3 x Replacement Coils"
multi-strand-fused-clapton-coil-2-in-1-f209,Vape Devices,"Geekvape Multi Strand Fused Clapton Coil 2 in 1, quick and convenient heating coil, provides very nice flavor.| Specifications:| Includes: N80
6 wraps
AWG: 26ga*3+40a - 0.2ohm
AWG: 28ga*4+40ga - 0.3ohm| 4 x 0.2ohm fused clapton coil
4 x 0.3ohm fused clapton coil
1 x coil tool GET FREE SHIPPING ON ORDERS OVER $50.00.| Geekvape Multi Strand Fused Clapton Coil 2 in 1, quick and convenient heating coil, provides very nice flavor.| Specifications:

N80
6 wraps
AWG: 26ga*3+40a - 0.2ohm
AWG: 28ga*4+40ga - 0.3ohm

Includes:

4 x 0.2ohm fused clapton coil
4 x 0.3ohm fused clapton coil
1 x coil tool"
smok-tf-tank-replacement-coils,Vape Devices,"For the Best performance & vaping experience, we recommend using the coil within the wattage range stated on the coil by the manufacturer.| Using the coils out of the recommended range may shorten the coil lifespan.| Note: THIS PRODUCT IS NOT COVERED UNDER WARRANTY AND UN-SEALED COILS/PODS WILL NOT BE EXCHANGED| Specifications:| Smok TF Tank BF- Mesh Coils:| Smok TF Tank- Stick Mesh Coils:| Each pack includes: 0.25Ohm 30-80w Best 60-70w
Best for: Best Flavour 
Detailed: Features a large honeycomb mesh configuration - specially designed for best flavor, With cobra shaped mesh inside ,It can provide extremely large heating area and bring you intense Flavour .
Wire Material: Mesh Resistance
Wicking Material: Organic Cotton| 0.15Ohm 40-80w /Best 60-70w
Best for: Big Cloud & Intense flavour 
Detailed: specifically designed for the Smok stick 80W Kit, uses a Kanthal Mesh and features a direct lung airflow. You can also use on regular MODs at rated wattage.
Wire Material: Mesh Resistance
Wicking Material: Organic Cotton| 3 x Replacement Coils GET FREE SHIPPING ON ORDERS OVER $50.00.| 

Discover the SMOK TF Tank BF-Mesh Replacement Coils, implementing a unique cobra-mesh design measuring 0.25ohm with a wattage range of 30 to 80W. Comes in a 3-Pack.| For the Best performance & vaping experience, we recommend using the coil within the wattage range stated on the coil by the manufacturer.

Using the coils out of the recommended range may shorten the coil lifespan.

Note: THIS PRODUCT IS NOT COVERED UNDER WARRANTY AND UN-SEALED COILS/PODS WILL NOT BE EXCHANGED

Specifications:

Smok TF Tank BF- Mesh Coils:

0.25Ohm 30-80w Best 60-70w
Best for: Best Flavour 
Detailed: Features a large honeycomb mesh configuration - specially designed for best flavor, With cobra shaped mesh inside ,It can provide extremely large heating area and bring you intense Flavour .
Wire Material: Mesh Resistance
Wicking Material: Organic Cotton

Smok TF Tank- Stick Mesh Coils:

0.15Ohm 40-80w /Best 60-70w
Best for: Big Cloud & Intense flavour 
Detailed: specifically designed for the Smok stick 80W Kit, uses a Kanthal Mesh and features a direct lung airflow. You can also use on regular MODs at rated wattage.
Wire Material: Mesh Resistance
Wicking Material: Organic Cotton

Each pack includes:

3 x Replacement Coils"
voopoo-yc-finic-coils,Vape Devices,"The Voopoo Finic Replacement Coil is meant for the Finic AIO Kit. Each pack comes with five (5) coil heads. There are three types of Finic replacement coils which serves its unique purpose and usage. The YC-R1, rated at 0.6 ohm and intended for 35mg or lower, the YC-C, rated at 1.6 ohm and intended for 25mg or higher. YC-C are recommended to be used with the Finic 16 whilst the YC-R1 are recommended with the Finic 20. Both are recommended for Finic Fish Pod Kit.| For the Best performance & vaping experience, we recommend using the coil within the wattage range stated on the coil by the manufacturer.| Using the coils out of the recommended range may shorten the coil lifespan.| Note: THIS PRODUCT IS NOT COVERED UNDER WARRANTY AND UN-SEALED COILS/PODS WILL NOT BE EXCHANGED| Recommended Wattage:| YC-R1| YC-C| Each pack includes: 0.6 ohm: 16-22w| 1.6 ohm: 6-8w| 5 x Replacement Coils GET FREE SHIPPING ON ORDERS OVER $50.00.| The Voopoo Finic Replacement Coil is meant for the Finic AIO Kit. Each pack comes with five (5) coil heads. There are three types of Finic replacement coils which serves its unique purpose and usage. The YC-R1, rated at 0.6 ohm and intended for 35mg or lower, the YC-C, rated at 1.6 ohm and intended for 25mg or higher. YC-C are recommended to be used with the Finic 16 whilst the YC-R1 are recommended with the Finic 20. Both are recommended for Finic Fish Pod Kit.| For the Best performance & vaping experience, we recommend using the coil within the wattage range stated on the coil by the manufacturer.

Using the coils out of the recommended range may shorten the coil lifespan.

Note: THIS PRODUCT IS NOT COVERED UNDER WARRANTY AND UN-SEALED COILS/PODS WILL NOT BE EXCHANGED

Recommended Wattage:

YC-R1

0.6 ohm: 16-22w

YC-C

1.6 ohm: 6-8w

Each pack includes:

5 x Replacement Coils"
geekvape-super-mesh-replacement-coils,Vape Devices,"Replacement Coils are designed for Aegis Solo Kit and Aegis Legend Kit. 0.2ohm Mesh Coil X1 (5pcs each pack). Which bring you great vaping experience.| For the Best performance & vaping experience, we recommend using the coil within the wattage range stated on the coil by the manufacturer.| Using the coils out of the recommended range may shorten the coil lifespan.| Note: THIS PRODUCT IS NOT COVERED UNDER WARRANTY AND UN-SEALED COILS/PODS WILL NOT BE EXCHANGED| Specifications:| Super Mesh X1| Includes:|   0.2 ohm: 30-90w / Best 60-80w(DTL)
Best for: Mouth-watering Flavour and Amazing clouds 
Detailed: The new super mesh range replaces the traditional coil/wick system with a new mesh system. The Super Mesh coils coil designs for improved taste, vapor, and coil longevity and brings an unparalleled experience to improve flavour and cloud
Wire Material: Kanthal Single Mesh Coil
Wicking Material: Organic Cotton| 5 x Replacement Coils GET FREE SHIPPING ON ORDERS OVER $50.00.| Replacement Coils are designed for Aegis Solo Kit and Aegis Legend Kit. 0.2ohm Mesh Coil X1 (5pcs each pack). Which bring you great vaping experience.| For the Best performance & vaping experience, we recommend using the coil within the wattage range stated on the coil by the manufacturer.

Using the coils out of the recommended range may shorten the coil lifespan.

Note: THIS PRODUCT IS NOT COVERED UNDER WARRANTY AND UN-SEALED COILS/PODS WILL NOT BE EXCHANGED

Specifications:

Super Mesh X1

0.2 ohm: 30-90w / Best 60-80w(DTL)
Best for: Mouth-watering Flavour and Amazing clouds 
Detailed: The new super mesh range replaces the traditional coil/wick system with a new mesh system. The Super Mesh coils coil designs for improved taste, vapor, and coil longevity and brings an unparalleled experience to improve flavour and cloud
Wire Material: Kanthal Single Mesh Coil
Wicking Material: Organic Cotton

Includes:

5 x Replacement Coils

 "
vaptio-cosmo-replacement-coils,Vape Devices,"The Vaptio COSMO Replacement Coils are a set of swappable coils, implementing a knurled coil structure encouraging better juice flow, kanthal coil, and a purer vape taste that translates the eJuice into a delicious vapor that will tantalize the senses. Comes in a pack of five.| Hurry!! Vapito Cosmo Replacement coils compatible with Aspire Nautilus BVC Coils| Note : The Vapito Replacement Coils compatible and not the same as the Aspire Nautilus Coils , They are of a different brand and made differently.| Hurry !! Vapito Cosmo Replacement coils compatible with Aspire Nautilus BVC Coils| Note : The Vapito Replacement Coils compatible and not the same as the Aspire Nautilus Coils , They are of a different brand and made differently.| Delay - As Supply chain dealing with COVID Crisis. We will be getting the Aspire coils back in stock as soon as possible. Thank you for Understanding!| For the Best performance & vaping experience, we recommend using the coil within the wattage range stated on the coil by the manufacturer.| Using the coils out of the recommended range may shorten the coil lifespan.| Note: THIS PRODUCT IS NOT COVERED UNDER WARRANTY AND UN-SEALED COILS/PODS WILL NOT BE EXCHANGED.| Specifications:| Vapito cosmo C1 Coil (MTL)| Vapito cosmo C2 Coil (DL)| Includes:| Compatible with: 1.6Ohm Best 10-15w
Best for: Dense Flavour, Tighter Draw standard Regular Coil has been designed for mouth-to-lung (MTL) vapers. 
Detailed: As far as MTL coils go, it delivers a lovely, slightly warm, restrictive vape with a nice amount of flavour and a discrete amount of vapour
Wire Material: Kanthal Resistance
Wicking Material: Organic Cotton| 0.7Ohm Best 15-23w
Best for: Massive Clouds within the series with Pure taste, Stronger Hit if you are on Nic Salt . Can run Freebase Juice effectively
Detailed: The 0.7ohm is for a more direct warmer vape where the 1.6ohm coil is for a traditional tighter experience. Allows high flavour intensity and good clouds within the series.
Wire Material: Kanthal Resistance
Wicking Material: Organic Cotton| 5 x Replacement Coils| Vaptio Cosmo Kit
Vaptio Tyro Kit GET FREE SHIPPING ON ORDERS OVER $50.00.| The Vaptio COSMO Replacement Coils are a set of swappable coils, implementing a knurled coil structure encouraging better juice flow, kanthal coil, and a purer vape taste that translates the eJuice into a delicious vapor that will tantalize the senses. Comes in a pack of five.

Hurry!! Vapito Cosmo Replacement coils compatible with Aspire Nautilus BVC Coils

Note : The Vapito Replacement Coils compatible and not the same as the Aspire Nautilus Coils , They are of a different brand and made differently.| Hurry !! Vapito Cosmo Replacement coils compatible with Aspire Nautilus BVC Coils

Note : The Vapito Replacement Coils compatible and not the same as the Aspire Nautilus Coils , They are of a different brand and made differently.

Delay - As Supply chain dealing with COVID Crisis. We will be getting the Aspire coils back in stock as soon as possible. Thank you for Understanding!

For the Best performance & vaping experience, we recommend using the coil within the wattage range stated on the coil by the manufacturer.

Using the coils out of the recommended range may shorten the coil lifespan.

Note: THIS PRODUCT IS NOT COVERED UNDER WARRANTY AND UN-SEALED COILS/PODS WILL NOT BE EXCHANGED.

Specifications:

Vapito cosmo C1 Coil (MTL)

1.6Ohm Best 10-15w
Best for: Dense Flavour, Tighter Draw standard Regular Coil has been designed for mouth-to-lung (MTL) vapers. 
Detailed: As far as MTL coils go, it delivers a lovely, slightly warm, restrictive vape with a nice amount of flavour and a discrete amount of vapour
Wire Material: Kanthal Resistance
Wicking Material: Organic Cotton

Vapito cosmo C2 Coil (DL)

0.7Ohm Best 15-23w
Best for: Massive Clouds within the series with Pure taste, Stronger Hit if you are on Nic Salt . Can run Freebase Juice effectively
Detailed: The 0.7ohm is for a more direct warmer vape where the 1.6ohm coil is for a traditional tighter experience. Allows high flavour intensity and good clouds within the series.
Wire Material: Kanthal Resistance
Wicking Material: Organic Cotton

Includes:

5 x Replacement Coils

Compatible with:

Vaptio Cosmo Kit
Vaptio Tyro Kit"
joyetech-atopack-penguin-replacement-coils,NA,  GET FREE SHIPPING ON ORDERS OVER $50.00.
