name,category,details
shishaglass-high-quality-aluminium-foil,Hookahs,  GET FREE SHIPPING ON ORDERS OVER $50.00.| | 
terea-purple-wave-carton,Heat Not Burn,"Terea Purple Wave Carton - 10pk. Comes in a pack of 10. Each pack contains 20 heets. (200 Heets in total)|    GET FREE SHIPPING ON ORDERS OVER $50.00.| Terea Purple Wave Carton - 10pk. Comes in a pack of 10. Each pack contains 20 heets. (200 Heets in total)

 | "
terea-blue-carton,Heat Not Burn,"Terea Blue Carton - 10pk. Comes in a pack of 10. Each pack contains 20 heets. (200 Heets in total)| Note: Terra works with IQOS ILUMA series only.  GET FREE SHIPPING ON ORDERS OVER $50.00.| Terea Blue Carton - 10pk. Comes in a pack of 10. Each pack contains 20 heets. (200 Heets in total)

Note: Terra works with IQOS ILUMA series only.| "
terea-amber-carton,Heat Not Burn,"Terea Amber Carton - 10pk. Comes in a pack of 10. Each pack contains 20 heets. (200 Heets in total)| Note: Terra works with IQOS ILUMA series only.  GET FREE SHIPPING ON ORDERS OVER $50.00.| Terea Amber Carton - 10pk. Comes in a pack of 10. Each pack contains 20 heets. (200 Heets in total)

Note: Terra works with IQOS ILUMA series only.| "
terea-yellow-carton,Heat Not Burn,"Terea Yellow Carton - 10pk. Comes in a pack of 10. Each pack contains 20 heets. (200 Heets in total)| Note: Terra works with IQOS ILUMA series only.|    GET FREE SHIPPING ON ORDERS OVER $50.00.| Terea Yellow Carton - 10pk. Comes in a pack of 10. Each pack contains 20 heets. (200 Heets in total)

Note: Terra works with IQOS ILUMA series only.

 | "
terea-sienna-carton,Heat Not Burn,"Terea Sienna Carton - 10pk. Comes in a pack of 10. Each pack contains 20 heets. (200 Heets in total)| Note: Terra works with IQOS ILUMA series only.|    GET FREE SHIPPING ON ORDERS OVER $50.00.| Terea Sienna Carton - 10pk. Comes in a pack of 10. Each pack contains 20 heets. (200 Heets in total)

Note: Terra works with IQOS ILUMA series only.

 | "
terea-green-carton,Heat Not Burn,"Terea Green Carton - 10pk. Comes in a pack of 10. Each pack contains 20 heets. (200 Heets in total)| Note: Terra works with IQOS ILUMA series only.  GET FREE SHIPPING ON ORDERS OVER $50.00.| Terea Green Carton - 10pk. Comes in a pack of 10. Each pack contains 20 heets. (200 Heets in total)

Note: Terra works with IQOS ILUMA series only.| "
kiwi-lighter-solo-pipe-set,Smoking,"Note: Design/Color may change subjective due to stock availability**|  | Specifications:| Includes:| Maintainance: Lighter size 9 * 3.9 * 1.6cm| 1x Lighter 
1x mesh
1x Cleaning brush
1x Metal cleaning rod| Keep it away from children;
There is the inflammable gas with high pressure inside the lighter. Do not beat it or keep it in fire. Keep it away from place over 55 Degree Celsius;
Do not make it rub other things otherwise the surface finishing will be damaged. Do not throw the lighter, otherwise the inner structure and function may be damaged;
The lighter is not waterproof. Keep it away from water and wet surrounding. GET FREE SHIPPING ON ORDERS OVER $50.00.| Note: Design/Color may change subjective due to stock availability**

 | Specifications:

Lighter size 9 * 3.9 * 1.6cm

Includes:

1x Lighter 
1x mesh
1x Cleaning brush
1x Metal cleaning rod

Maintainance:

Keep it away from children;
There is the inflammable gas with high pressure inside the lighter. Do not beat it or keep it in fire. Keep it away from place over 55 Degree Celsius;
Do not make it rub other things otherwise the surface finishing will be damaged. Do not throw the lighter, otherwise the inner structure and function may be damaged;
The lighter is not waterproof. Keep it away from water and wet surrounding."
zkijftyopwasmnsl,,  GET FREE SHIPPING ON ORDERS OVER $50.00.| | 
dokha-plastic-storage-jar-120ml,Smoking,"The product colour/Design may vary depending on stock availability. |  | Specifications:| Includes: Dimension: 74mm x 60mm
Capacity: 120ml| 1x Plastic Jar GET FREE SHIPPING ON ORDERS OVER $50.00.| The product colour/Design may vary depending on stock availability. 

 | Specifications:

Dimension: 74mm x 60mm
Capacity: 120ml

Includes:

1x Plastic Jar"
dokha-plastic-storage-jar-60ml,Smoking,"The product colour/Design may vary depending on stock availability. |  | Specification:| Includes: Dimension: 73mm x 43mm
Capacity: 60ml| 1x Plastic Jar GET FREE SHIPPING ON ORDERS OVER $50.00.| The product colour/Design may vary depending on stock availability. 

 | Specification:

Dimension: 73mm x 43mm
Capacity: 60ml

Includes:

1x Plastic Jar"
shishaglass-reusable-hookah-mouthpiece-with-lanyard,Hookahs,"The product colour may vary depending on stock availability.|  | Specifications:| Includes:|   100% Smell Proof
Length: 3.5 inches
Weather Resistant Materials
Padded Inner with Customisable Sections
Thick Drawstrings 
Dual Cinch Shoulder Straps| 1x Reusable Hookah Hose Mouthpiece
1x Lanyard GET FREE SHIPPING ON ORDERS OVER $50.00.| The product colour may vary depending on stock availability.

 | Specifications:

100% Smell Proof
Length: 3.5 inches
Weather Resistant Materials
Padded Inner with Customisable Sections
Thick Drawstrings 
Dual Cinch Shoulder Straps

Includes:

1x Reusable Hookah Hose Mouthpiece
1x Lanyard

 "
uwell-caliburn-explorer-replacement-pod,Vape Devices,"Browse the Uwell Caliburn Explorer Replacement Pods, equipped with dual 2mL capacities, customizable directional airflow, and compatible with G or G2 Coils. Constructed using PCTG material, the Caliburn Explorer Pods enable seamless flavor switching on-the-go, holding 2mL in each chamber. Featuring distinct airflow options at the base, these Uwell Caliburn Explorer Pods offer the flexibility to switch between MTL or RDL vaping styles by simply rotating them, ensuring genuine adaptability.

Specifications:| Includes: Capacity: 4ml (2 x 2ml)
Material: PCTG
Filling System: Dual Side Fill System
Coil Installation: Press Fit
Pod Connection: Snap-In Design
Adjustable Directional Airflow| 2x Caliburn Explorer Emty Cartridge
1x User Manual GET FREE SHIPPING ON ORDERS OVER $50.00.| Browse the Uwell Caliburn Explorer Replacement Pods, equipped with dual 2mL capacities, customizable directional airflow, and compatible with G or G2 Coils. Constructed using PCTG material, the Caliburn Explorer Pods enable seamless flavor switching on-the-go, holding 2mL in each chamber. Featuring distinct airflow options at the base, these Uwell Caliburn Explorer Pods offer the flexibility to switch between MTL or RDL vaping styles by simply rotating them, ensuring genuine adaptability.

Specifications:

Capacity: 4ml (2 x 2ml)
Material: PCTG
Filling System: Dual Side Fill System
Coil Installation: Press Fit
Pod Connection: Snap-In Design
Adjustable Directional Airflow

Includes:

2x Caliburn Explorer Emty Cartridge
1x User Manual| "
smoka-zest-mouthpiece,Heat Not Burn,  GET FREE SHIPPING ON ORDERS OVER $50.00.| | 
metal-cone-mc3,Smoking,"This is one of the most standard sized cones that are commonly sold. This is great for the common smoker.|  | Specifications: Size: 9.5mm(Bottom of cone), 23mm(Top of cone), 22.5mm(Depth)  GET FREE SHIPPING ON ORDERS OVER $50.00.| This is one of the most standard sized cones that are commonly sold. This is great for the common smoker.

 | Specifications:

Size: 9.5mm(Bottom of cone), 23mm(Top of cone), 22.5mm(Depth) "
metal-cone-mc2,NA,  GET FREE SHIPPING ON ORDERS OVER $50.00.
salty-pro-bar-battery,Vape Devices,"Introducing the Salty Pro Bar Replacement Battery – designed for an exceptional vaping experience. With a 500mAh rechargeable battery, this compact powerhouse ensures extended sessions for your Salty Pro Bar Disposable Vape. Elevate your vaping journey with this portable essential.| Specification:| Include: Size：42.5 * 19 * 60cm
Battery: 500mAh; 5A discharge
Power: 9.65-10.8W
Type-C charging port
Airflow adjustable
Compatible with Salty Pro Pod and Salty Stick Pod| 1x Salty Pro Bar Battery  GET FREE SHIPPING ON ORDERS OVER $50.00.| Introducing the Salty Pro Bar Replacement Battery – designed for an exceptional vaping experience. With a 500mAh rechargeable battery, this compact powerhouse ensures extended sessions for your Salty Pro Bar Disposable Vape. Elevate your vaping journey with this portable essential.

Specification:

Size：42.5 * 19 * 60cm
Battery: 500mAh; 5A discharge
Power: 9.65-10.8W
Type-C charging port
Airflow adjustable
Compatible with Salty Pro Pod and Salty Stick Pod

Include:

1x Salty Pro Bar Battery | "
salty-pulse-bar-watermelon-peach-ice-disposable-vape,Vape Devices,"Previously known as Salty Pulse Bar Watermelon Peach Ice Disposable Vape.| Meet the Salty Pulse Bar Disposable Vape, your ticket to 4500 puffs of satisfaction. This lightweight device is filled with 35mg/mL E-liquid, and it's all about the delightful Watermelon Peach Ice flavor. Explore a world of flavor right here!| NOTE: This product has Child Safety Mechanism, which is complied with the New regulations under the Smokefree Environments and Regulated Products Act 1990| Flavours: Watermelon Peach Ice| The ultimate hydrator: Enjoy the succulent sweetness of watermelon, sun-ripened melons, and sweet peaches, crowned with a refreshing layer of ice.| Specifications:| Includes: Puffs: up to 4500
VG/PG: 40/60
Capacity: 8ml
Dimension: 22.4*22.4*66.6mm
Battery Capacity: 600mAh
Resistance: Mesh coil 1.0ohm
Nicotine Concentration: 19.95mg/mL (Nicotine salt strength 35mg/mL)
Type-C Charger| 1x Salty Pulse Bar Battery
1x Salty Pulse Bar Pod GET FREE SHIPPING ON ORDERS OVER $50.00.| Previously known as Salty Pulse Bar Watermelon Peach Ice Disposable Vape.

Meet the Salty Pulse Bar Disposable Vape, your ticket to 4500 puffs of satisfaction. This lightweight device is filled with 35mg/mL E-liquid, and it's all about the delightful Watermelon Peach Ice flavor. Explore a world of flavor right here!

NOTE: This product has Child Safety Mechanism, which is complied with the New regulations under the Smokefree Environments and Regulated Products Act 1990

Flavours: Watermelon Peach Ice

The ultimate hydrator: Enjoy the succulent sweetness of watermelon, sun-ripened melons, and sweet peaches, crowned with a refreshing layer of ice.

Specifications:

Puffs: up to 4500
VG/PG: 40/60
Capacity: 8ml
Dimension: 22.4*22.4*66.6mm
Battery Capacity: 600mAh
Resistance: Mesh coil 1.0ohm
Nicotine Concentration: 19.95mg/mL (Nicotine salt strength 35mg/mL)
Type-C Charger

Includes:

1x Salty Pulse Bar Battery
1x Salty Pulse Bar Pod| "
salty-pulse-bar-sweet-tobacco-disposable-vape,Vape Devices,"Previously known as Salty Pulse Bar Pure Tobacco Disposable Vape.| Introducing the Salty Pulse Bar Disposable Vape, designed for 4500 puffs of satisfaction in a lightweight package with 35mg/mL E-liquid, including the classic delight of Sweet Tobacco. Dive into a world of vaping pleasure!| NOTE: This product has Child Safety Mechanism, which is complied with the New regulations under the Smokefree Environments and Regulated Products Act 1990| Flavours: Sweet Tobacco| A flawless selection to quench your desires. Dive into the comforting allure of Sweet Tobacco, where lusciously smooth notes intertwine to craft a truly indulgent and thoroughly satisfying flavor journey.| Specifications:| Includes: Puffs: up to 4500
VG/PG: 43/57
Capacity: 8ml
Dimension: 22.4*22.4*66.6mm
Battery Capacity: 600mAh
Resistance: Mesh coil 1.0ohm
Nicotine Concentration: 19.95mg/mL (Nicotine salt strength 35mg/mL)
Type-C Charger| 1x Salty Pulse Bar Battery
1x Salty Pulse Bar Replacement Pods (Pre-filled) GET FREE SHIPPING ON ORDERS OVER $50.00.| Previously known as Salty Pulse Bar Pure Tobacco Disposable Vape.

Introducing the Salty Pulse Bar Disposable Vape, designed for 4500 puffs of satisfaction in a lightweight package with 35mg/mL E-liquid, including the classic delight of Sweet Tobacco. Dive into a world of vaping pleasure!

NOTE: This product has Child Safety Mechanism, which is complied with the New regulations under the Smokefree Environments and Regulated Products Act 1990

Flavours: Sweet Tobacco

A flawless selection to quench your desires. Dive into the comforting allure of Sweet Tobacco, where lusciously smooth notes intertwine to craft a truly indulgent and thoroughly satisfying flavor journey.

Specifications:

Puffs: up to 4500
VG/PG: 43/57
Capacity: 8ml
Dimension: 22.4*22.4*66.6mm
Battery Capacity: 600mAh
Resistance: Mesh coil 1.0ohm
Nicotine Concentration: 19.95mg/mL (Nicotine salt strength 35mg/mL)
Type-C Charger

Includes:

1x Salty Pulse Bar Battery
1x Salty Pulse Bar Replacement Pods (Pre-filled)| "
salty-pulse-bar-sour-apple-disposable-vape,Vape Devices,"Meet the Salty Pulse Bar Disposable Vape, designed for 4500 puffs of pure satisfaction in a lightweight package with 35mg/mL E-liquid, showcasing the timeless flavor of Sour Apple. Step into a realm of vaping enjoyment!| NOTE: This product has Child Safety Mechanism, which is complied with the New regulations under the Smokefree Environments and Regulated Products Act 1990| Flavours: Sour Apple| Specially selected vibrant green apples bursting with zest, ready for your taste buds to savor. Indulge in this candy-like flavor and treat yourself.| Specifications:| Includes: Puffs: up to 4500
VG/PG: 45/55
Capacity: 8ml
Dimension: 22.4*22.4*66.6mm
Battery Capacity: 600mAh
Resistance: Mesh coil 1.0ohm
Nicotine Concentration: 19.95mg/mL (Nicotine salt strength 35mg/mL)
Type-C Charger| 1x Salty Pulse Bar Battery
1x Salty Pulse Bar Pod GET FREE SHIPPING ON ORDERS OVER $50.00.| Meet the Salty Pulse Bar Disposable Vape, designed for 4500 puffs of pure satisfaction in a lightweight package with 35mg/mL E-liquid, showcasing the timeless flavor of Sour Apple. Step into a realm of vaping enjoyment!

NOTE: This product has Child Safety Mechanism, which is complied with the New regulations under the Smokefree Environments and Regulated Products Act 1990

Flavours: Sour Apple

Specially selected vibrant green apples bursting with zest, ready for your taste buds to savor. Indulge in this candy-like flavor and treat yourself.

Specifications:

Puffs: up to 4500
VG/PG: 45/55
Capacity: 8ml
Dimension: 22.4*22.4*66.6mm
Battery Capacity: 600mAh
Resistance: Mesh coil 1.0ohm
Nicotine Concentration: 19.95mg/mL (Nicotine salt strength 35mg/mL)
Type-C Charger

Includes:

1x Salty Pulse Bar Battery
1x Salty Pulse Bar Pod| "
salty-pulse-bar-raspberry-lime-ice-disposable-vape,Vape Devices,"Previously known as Salty Pulse Bar Raspberry Lime Ice Disposable Vape.| Meet the Salty Pulse Bar Disposable Vape, engineered for 4500 puffs of pure satisfaction, all packed in a lightweight device featuring 35mg/mL E-liquid. Discover the enduring delight of Raspberry Lime Ice as you venture into the world of vaping pleasure!| NOTE: This product has Child Safety Mechanism, which is complied with the New regulations under the Smokefree Environments and Regulated Products Act 1990| Flavour Profile: Raspberry Lime Ice| The tangy and zesty flavor of lime, complemented by a touch of raspberry's sweetness, creates a memorable liquid. It's all enhanced by a cool and refreshing icy sensation.| Specifications:| Includes: Puffs: up to 4500
VG/PG: 45/55
Capacity: 8ml
Dimension: 22.4*22.4*66.6mm
Battery Capacity: 600mAh
Resistance: Mesh coil 1.0ohm
Nicotine Concentration: 19.95mg/mL (Nicotine salt strength 35mg/mL)
Type-C Charger| 1x Salty Pulse Bar Battery
1x Salty Pulse Bar Pod GET FREE SHIPPING ON ORDERS OVER $50.00.| Previously known as Salty Pulse Bar Raspberry Lime Ice Disposable Vape.

Meet the Salty Pulse Bar Disposable Vape, engineered for 4500 puffs of pure satisfaction, all packed in a lightweight device featuring 35mg/mL E-liquid. Discover the enduring delight of Raspberry Lime Ice as you venture into the world of vaping pleasure!

NOTE: This product has Child Safety Mechanism, which is complied with the New regulations under the Smokefree Environments and Regulated Products Act 1990

Flavour Profile: Raspberry Lime Ice

The tangy and zesty flavor of lime, complemented by a touch of raspberry's sweetness, creates a memorable liquid. It's all enhanced by a cool and refreshing icy sensation.

Specifications:

Puffs: up to 4500
VG/PG: 45/55
Capacity: 8ml
Dimension: 22.4*22.4*66.6mm
Battery Capacity: 600mAh
Resistance: Mesh coil 1.0ohm
Nicotine Concentration: 19.95mg/mL (Nicotine salt strength 35mg/mL)
Type-C Charger

Includes:

1x Salty Pulse Bar Battery
1x Salty Pulse Bar Pod| "
salty-pulse-bar-ice-strawberry-disposable-vape,Vape Devices,"Previously known as Salty Pulse Bar Ice Strawberry Disposable Vape.| Meet the Salty Pulse Bar Disposable Vape, engineered for 4500 puffs of pure satisfaction, all packed in a lightweight device featuring 35mg/mL E-liquid. Experience the timeless joy of Ice Strawberry as you embark on an adventure in the realm of vaping delight!| NOTE: This product has Child Safety Mechanism, which is complied with the New regulations under the Smokefree Environments and Regulated Products Act 1990| Flavour Profile: Ice Strawberry| Sweet and juicy strawberries blended with crushed ice creating the perfect summer treat or even on a hot day.| Specifications:| Includes: Puffs: up to 4500
VG/PG: 40/60
Capacity: 8ml
Dimension: 22.4*22.4*66.6mm
Battery Capacity: 600mAh
Resistance: Mesh coil 1.0ohm
Nicotine Concentration: 19.95mg/mL (Nicotine salt strength 35mg/mL)
Type-C Charger| 1x Salty Pulse Bar Battery
1x Salty Pulse Bar Pod GET FREE SHIPPING ON ORDERS OVER $50.00.| Previously known as Salty Pulse Bar Ice Strawberry Disposable Vape.

Meet the Salty Pulse Bar Disposable Vape, engineered for 4500 puffs of pure satisfaction, all packed in a lightweight device featuring 35mg/mL E-liquid. Experience the timeless joy of Ice Strawberry as you embark on an adventure in the realm of vaping delight!

NOTE: This product has Child Safety Mechanism, which is complied with the New regulations under the Smokefree Environments and Regulated Products Act 1990

Flavour Profile: Ice Strawberry

Sweet and juicy strawberries blended with crushed ice creating the perfect summer treat or even on a hot day.

Specifications:

Puffs: up to 4500
VG/PG: 40/60
Capacity: 8ml
Dimension: 22.4*22.4*66.6mm
Battery Capacity: 600mAh
Resistance: Mesh coil 1.0ohm
Nicotine Concentration: 19.95mg/mL (Nicotine salt strength 35mg/mL)
Type-C Charger

Includes:

1x Salty Pulse Bar Battery
1x Salty Pulse Bar Pod| "
smoka-kush-2-0-vaporizer,Heat Not Burn,"The Kush 2.0 is an exceptionally portable temperature-controlled device, offering up to 10 sessions per charge (actual duration may vary based on the user's chosen temperature settings). Crafted with a focus on quality and user-friendly design, this all-in-one device features magnetic connections for easy attachment of accessories such as the water pipe adaptor and mouthpiece, facilitating quick and hassle-free loading. Utilizing a convection heater with rapid heat-up times, the Kush 2.0 brings out the best in any herb. As one of the more compact devices available, the Kush 2.0 fits comfortably in the palm of your hand.| Quick Links:| Smoka Kush 2.0 Mouthpiece| Smoka Kush 2.0 Waterpipe Adaptor| Specifications: Size: 68.3mm x 27.9mm x 54.8mm
Battery Capacity: 1500 mAh
Optimum temperature range starting from 100°C and ending at 230°C
30 seconds to heat up
High-quality food-grade material
10 sessions per charge
Magnetic connections
Work with 14mm or 18mm waterpipe with Water Pipe Adaptor (Not Included) GET FREE SHIPPING ON ORDERS OVER $50.00.| The Kush 2.0 is an exceptionally portable temperature-controlled device, offering up to 10 sessions per charge (actual duration may vary based on the user's chosen temperature settings). Crafted with a focus on quality and user-friendly design, this all-in-one device features magnetic connections for easy attachment of accessories such as the water pipe adaptor and mouthpiece, facilitating quick and hassle-free loading. Utilizing a convection heater with rapid heat-up times, the Kush 2.0 brings out the best in any herb. As one of the more compact devices available, the Kush 2.0 fits comfortably in the palm of your hand.

Quick Links:

Smoka Kush 2.0 Mouthpiece

Smoka Kush 2.0 Waterpipe Adaptor

Specifications:

Size: 68.3mm x 27.9mm x 54.8mm
Battery Capacity: 1500 mAh
Optimum temperature range starting from 100°C and ending at 230°C
30 seconds to heat up
High-quality food-grade material
10 sessions per charge
Magnetic connections
Work with 14mm or 18mm waterpipe with Water Pipe Adaptor (Not Included)
Includes:
1 x KUSH 2.0
1 x USB Cable
1 x Packing tool
1 x Cleaning brush| "
smoka-kush-2-0-mouthpiece,Heat Not Burn,"Keep a spare Kush 2.0 Vaporizer mouthpiece with you in case a replacement is needed! This mouthpiece is made with high-quality food-grade material and features a unique, isolated air path known to create clean, smooth vapor. The mouthpiece is built to impress and guarantees the purest vapor. With magnetic connections in place, the mouthpiece easily connects to the vaporizer chamber for user convenience. The part of the mouthpiece where you would place your lips just flips right out for use. When not using it, just flip it back in to create a flush, square vaporizer design while keeping the mouthpiece safe from harm.| Includes: 1 x Smoka Kush 2.0 Mouthpiece GET FREE SHIPPING ON ORDERS OVER $50.00.| Keep a spare Kush 2.0 Vaporizer mouthpiece with you in case a replacement is needed! This mouthpiece is made with high-quality food-grade material and features a unique, isolated air path known to create clean, smooth vapor. The mouthpiece is built to impress and guarantees the purest vapor. With magnetic connections in place, the mouthpiece easily connects to the vaporizer chamber for user convenience. The part of the mouthpiece where you would place your lips just flips right out for use. When not using it, just flip it back in to create a flush, square vaporizer design while keeping the mouthpiece safe from harm.

Includes:

1 x Smoka Kush 2.0 Mouthpiece| "
smoka-kush-2-0-waterpipe-adaptor,Heat Not Burn,"This WaterPipe Adaptor from Smoka is for use with the KUSH 2.0 Vaporizer. It can be used with either a 14 or 18mm joint, giving you easy access to more filtered, bigger clouds. The adaptor allows you to take your vapor to the next level, there is nothing quite like the filtration you get from a water pipe. If your water pipe has ice notches, you can really up the anti by adding a handful of ice cubes to your water pipe, ensuring you get that glacier chill added to your vapor. If you have the lung power, you can also create some epic clouds by using the Kush alongside a water pipe.| Includes: 1 x Smoka Kush 2.0 Waterpipe Adaptor GET FREE SHIPPING ON ORDERS OVER $50.00.| This WaterPipe Adaptor from Smoka is for use with the KUSH 2.0 Vaporizer. It can be used with either a 14 or 18mm joint, giving you easy access to more filtered, bigger clouds. The adaptor allows you to take your vapor to the next level, there is nothing quite like the filtration you get from a water pipe. If your water pipe has ice notches, you can really up the anti by adding a handful of ice cubes to your water pipe, ensuring you get that glacier chill added to your vapor. If you have the lung power, you can also create some epic clouds by using the Kush alongside a water pipe.

Includes:

1 x Smoka Kush 2.0 Waterpipe Adaptor| "
smok-tech247-pod-kit,Vape Devices,"The SMOK Tech 247 Kit boasts an expansive 4ml pod capacity, ensuring extended vaping sessions, complemented by a 0.69-inch OLED display that provides real-time information on battery, power, and E-Juice levels. Equipped with a Smart IQ Chip, this pod kit automatically adjusts power based on the resistance of the inserted pod. The device is compatible with the innovative M Coil series.| Featuring a 1800mAh internal battery, the SMOK Tech 247 Kit supports convenient USB-C charging. Additionally, users can tailor their vaping experience with an adjustable power range spanning from 5W to 30W.| Quick Links:| SMOK M Replacement Coils| SMOK Tech247 Replacement Pods| Specifications: | Includes: Size: 34.9*18.3*100.7mm
Weight: 68.7g
Battery Capacity: 1800mAh
Power Range: 5W-30W
Input Voltage: (3.3V-4.5V)±0.2V
Output Voltage: (0.5V-4.0V)±0.1V
Standby Current: ＜ 50uA(No load)/＜ 80uA(Load)
Resistance Range: (0.4Ω-3.0Ω)±5%
Charging Voltage: 5V±0.2V
Charging Current: Max 1.6A
Overcharge Voltage: 4.425V ±0.05V
Over-discharge Voltage: 2.4V±0.03V| 1x Tech247 Device
1x Tech247 Pod (M-Coil (Meshed 0.8Ω) Preinstalled) (4ml)
1x M-Coil (Meshed 0.6Ω)
1x Lanyard
1x Type-C Cable
1x User Manual GET FREE SHIPPING ON ORDERS OVER $50.00.| The SMOK Tech 247 Kit boasts an expansive 4ml pod capacity, ensuring extended vaping sessions, complemented by a 0.69-inch OLED display that provides real-time information on battery, power, and E-Juice levels. Equipped with a Smart IQ Chip, this pod kit automatically adjusts power based on the resistance of the inserted pod. The device is compatible with the innovative M Coil series.

Featuring a 1800mAh internal battery, the SMOK Tech 247 Kit supports convenient USB-C charging. Additionally, users can tailor their vaping experience with an adjustable power range spanning from 5W to 30W.

Quick Links:

SMOK M Replacement Coils

SMOK Tech247 Replacement Pods

Specifications: 

Size: 34.9*18.3*100.7mm
Weight: 68.7g
Battery Capacity: 1800mAh
Power Range: 5W-30W
Input Voltage: (3.3V-4.5V)±0.2V
Output Voltage: (0.5V-4.0V)±0.1V
Standby Current: ＜ 50uA(No load)/＜ 80uA(Load)
Resistance Range: (0.4Ω-3.0Ω)±5%
Charging Voltage: 5V±0.2V
Charging Current: Max 1.6A
Overcharge Voltage: 4.425V ±0.05V
Over-discharge Voltage: 2.4V±0.03V

Includes:

1x Tech247 Device
1x Tech247 Pod (M-Coil (Meshed 0.8Ω) Preinstalled) (4ml)
1x M-Coil (Meshed 0.6Ω)
1x Lanyard
1x Type-C Cable
1x User Manual| "
salty-stick-bar-replacement-pod,Vape Devices,"The Salty Stick Bar Replacement Pod is pre-filled with 8ml of e-liquid and is compatible with the Salty Stick Bar Disposable Vape. | Flavours:| Nicotine Salt Strength: 20mg/ml| Specifications:| Includes Salty Puff World: Watermelon Mint - VG/PG: 45/55
Tote Aoturoa: Berry Grape - VG/PG: 45/55
Tote Hua: Strawberry Grape - VG/PG: 44/56
Salty Puff World: Sour Apple - VG/PG: 45/55
Salty Fizzy World: Berry Lemon [Ice Edition] - VG/PG: 40/60| 8ml Capacity
Up to 3000 puffs| 1x Salty Stick Bar Replacement Pod GET FREE SHIPPING ON ORDERS OVER $50.00.| 


The Salty Stick Bar Replacement Pod is pre-filled with 8ml of e-liquid and is compatible with the Salty Stick Bar Disposable Vape. 

Flavours:

Salty Puff World: Watermelon Mint - VG/PG: 45/55
Tote Aoturoa: Berry Grape - VG/PG: 45/55
Tote Hua: Strawberry Grape - VG/PG: 44/56
Salty Puff World: Sour Apple - VG/PG: 45/55
Salty Fizzy World: Berry Lemon [Ice Edition] - VG/PG: 40/60

Nicotine Salt Strength: 20mg/ml

Specifications:

8ml Capacity
Up to 3000 puffs

Includes

1x Salty Stick Bar Replacement Pod| "
shisha-glass-union-argument-baseball-bat-hookah-77cm,Hookahs,"The Union Argument is a one-of-a-kind style hookah. The Union Argument is in the shape of a baseball bat! The weight of this hookah alone is something astonishing, as it weighs approximately 4.5kg. If anyone tried messing with you while you're smoking, the argument has your back!| What includes in Box: Stem
Tray
Mouthpiece
Grommets
Connector for hose
Base GET FREE SHIPPING ON ORDERS OVER $50.00.| The Union Argument is a one-of-a-kind style hookah. The Union Argument is in the shape of a baseball bat! The weight of this hookah alone is something astonishing, as it weighs approximately 4.5kg. If anyone tried messing with you while you're smoking, the argument has your back!

What includes in Box:

Stem
Tray
Mouthpiece
Grommets
Connector for hose
Base| "
shisha-glass-ss18-pumpkin-hookah-33cm-with-led-light,Hookahs,"Discover the Pumpkin Shape Hookah with X Function—an avant-garde, compact designer hookah measuring just over 13 inches. Effortless to assemble with grommets/rubbers, this user-friendly hookah features a detachable diffuser for a personalized smoking experience. The back smoke elegantly exhales from stem holes, enhanced by an integrated LED light with remote control. Portable and stylish, it offers a stable, premium-coated glass base for a powerful shisha encounter. Elevate your smoking ritual with this innovative and convenient Pumpkin Shape Hookah—an ideal fusion of design, portability, and exceptional smoking pleasure.| What includes in Box: ceramic bowl
glass coated base
metal down stem
metallic coated upper portion
diffuser
silicone pipe
metal handle
tong
LED light & remote GET FREE SHIPPING ON ORDERS OVER $50.00.| Discover the Pumpkin Shape Hookah with X Function—an avant-garde, compact designer hookah measuring just over 13 inches. Effortless to assemble with grommets/rubbers, this user-friendly hookah features a detachable diffuser for a personalized smoking experience. The back smoke elegantly exhales from stem holes, enhanced by an integrated LED light with remote control. Portable and stylish, it offers a stable, premium-coated glass base for a powerful shisha encounter. Elevate your smoking ritual with this innovative and convenient Pumpkin Shape Hookah—an ideal fusion of design, portability, and exceptional smoking pleasure.

What includes in Box:

ceramic bowl
glass coated base
metal down stem
metallic coated upper portion
diffuser
silicone pipe
metal handle
tong
LED light & remote| "
shisha-glass-ss19-skull-hookah-with-led-35cm,Hookahs,"Easy to carry: Upgraded sturdy and durable portable version, wherever you are, you will be proud to smoke.
Upgraded Hookah: Solid resin +aluminum alloy structure, thickened can effectively improve the hardness of the surface, prevent scratches and be reused.
Whole Hookah Set: This is the hookah set with everything, smoke pot, charcoal ash tray, silicone tube, aluminum handle, carbon clamp, LED remote control light
SHISHA SHISHA Perfect: Big Cloud, pulls beautifully. Easy to assemble, disassemble, clean, store, perfect for home or travel.
High quality hookah suits are
suitable for: home, bar, club, wedding, party, outdoor, cafe, family.| What includes in Box: Base
Tray
Hose
aluminum handle
carbon clamp
LED remote control light GET FREE SHIPPING ON ORDERS OVER $50.00.| Easy to carry: Upgraded sturdy and durable portable version, wherever you are, you will be proud to smoke.
Upgraded Hookah: Solid resin +aluminum alloy structure, thickened can effectively improve the hardness of the surface, prevent scratches and be reused.
Whole Hookah Set: This is the hookah set with everything, smoke pot, charcoal ash tray, silicone tube, aluminum handle, carbon clamp, LED remote control light
SHISHA SHISHA Perfect: Big Cloud, pulls beautifully. Easy to assemble, disassemble, clean, store, perfect for home or travel.
High quality hookah suits are
suitable for: home, bar, club, wedding, party, outdoor, cafe, family.

What includes in Box:

Base
Tray
Hose
aluminum handle
carbon clamp
LED remote control light| "
